gold_label,sentence1,sentence2,sentence1_opus,sentence2_opus
contradiction,"She's like, But you need to look here, look here, she's gives me like three different places to look in the computer.",She had no idea where to look.,"Gusto niya, Pero kailangan mong tumingin dito, tingnan mo, binibigyan niya ako ng tatlong iba't ibang lugar para makita ko ang kompyuter.",Wala siyang kamalay - malay kung saan titingin.
contradiction,yes well it it's not it's not legal to carry a handgun in Texas but no it's not you can have it in your home,You can take a handgun anywhere you want in Texas!,"Oo, hindi naman legal na magdala ng baril sa Texas subalit hindi ito maaaring makuha sa inyong tahanan",Maaari kang kumuha ng baril saanman mo naisin sa Texas!
contradiction,These instruments played together form the basic  orchestra  for several popular musical genres.,The orchestra does not use instruments at all.,Ang mga instrumentong ito ay sama - samang tumugtog bilang pangunahing orkestra para sa ilang popular na genre sa musika.,Ang orkestra ay hindi man lamang gumagamit ng mga instrumento.
contradiction,"According to both KSM and Khallad, Abu Bara never applied for a U.S. visa.",Abu Bara was granted a visa in 2011.,"Ayon kapuwa sa KSM at Khallad, si Abu Bara ay hindi kailanman nag - aplay para sa visa ng E.U.",Si Abu Bara ay pinagkalooban ng visa noong 2011.
contradiction,"The most common cause during toddlerhood and the preschool years is repeated otitis media, or middle ear infection.",Otitis media is incredibly rare during a child's preschool years.,"Ang pinakakaraniwang sanhi sa panahon ng pagiging bata at sa mga taon ng preschool ay ang paulit - ulit na otitis media, o panggitnang impeksiyon sa tainga.",Ang otitis media ay bihirang - bihira sa mga taon ng pag - aaral ng bata.
contradiction,"There the scene is less relaxed and the language problem might daunt you, but at least you'll be able to catch a glimpse of Chinese consumer society.","You do not have to worry about language issues there, since everyone speaks English.","Doon ang tanawin ay hindi gaanong relaks at ang problema sa wika ay maaaring makasira ng iyong loob, subalit sa paano man ay makikita mo ang lipunan ng mga mamimiling Intsik.","Hindi mo kailangang mag - alala tungkol sa mga isyu sa wika roon, yamang ang lahat ay nagsasalita ng Ingles."
contradiction,"Ah, now, can't ye, indeed?  he cried.",He never posed a question as he remained silent.,"Ah, ngayon, hindi baga ninyo tunay na magagawa? siya'y umiyak.",Hindi siya kailanman nagbangon ng tanong habang siya'y nananatiling tahimik.
contradiction,He believed that there was sufficient probable cause for a criminal warrant at that time.,He was convinced that there was nothing suspicious going on.,Naniniwala siya na may sapat na dahilan para sa isang kriminal na warrant noong panahong iyon.,Kumbinsido siya na walang kahina - hinalang nangyayari.
contradiction,"The southwestern region with the most researched and documented wedding customs is New Mexico, because the descendents of the early Hispanos have been conscious of describing and writing down their traditions.",No records remain of the traditions of the early Hispanos.,"Ang timog - kanlurang rehiyon na may lubhang sinaliksik at dokumentadong mga kaugalian sa kasal ay ang New Mexico, sapagkat ang mga inapo ng sinaunang mga Hispano ay palaisip sa paglalarawan at pagsulat ng kanilang mga tradisyon.",Walang mga rekord ang nananatili sa mga tradisyon ng mga naunang Hispano.
contradiction,huh well that's neat well um it was real funny i went to a seminar that was just it was is a satellite seminar it was really neat and it was just for women,I really didn't like the seminar that was done by satellite.,Buhuh na maayos na buum ay tunay na nakakatawa i pumunta sa isang seminar na ito lamang ay isang satellite seminar ito ay talagang maayos at ito ay para lamang sa mga babae,Talagang hindi ko gusto ang seminar na ginawa sa pamamagitan ng satelayt.
contradiction,"We were somewhat intimidated by the look of it, but we ate it--without enthusiasm, but with the stiff upper lip we had imbibed, so to speak, with our mothers' milk.",Everyone passionately ate their meals and commented that it reminded them of their favorite holiday dishes.,"Kami ay medyo natakot sa hitsura nito, ngunit kinain namin ito-walang sigla, ngunit sa pamamagitan ng matigas na labi ay sumingit kami, wika nga, sa pamamagitan ng gatas ng aming mga ina.",Ang lahat ay marubdob na kumain at nagkomento na ipinaaalaala nito sa kanila ang kanilang paboritong pagkain kung kapistahan.
contradiction,"As with all gifts to the Institute, 100% of your contribution will be used directly for research.",We spend half your money on administrative fees.,"Katulad ng lahat ng mga regalo sa Institute, 100% ng inyong kontribusyon ay tuwirang gagamitin para sa pananaliksik.",Ginugugol namin ang kalahati ng inyong pera sa bayad sa administrasyon.
contradiction,"Intelligence report, interrogation of KSM, July 30, 2003.","KSM was not captured until late 2008, when he was finally interrogated in detail.","Intelligence report, interogasyon ng KSM, Hulyo 30, 2003.","Ang KSM ay hindi nabihag hanggang noong huling bahagi ng 2008, nang sa wakas ay pinagtatanong siya nang detalyado."
contradiction,"They asked a few questions and I answered them and they said, Get your baggage and leave there immediately, and come to the address you were supposed to when you arrived in Washington.",They told me I should stay home.,"Nagtanong sila ng ilang tanong at sinagot ko sila at sinabi nila, Kumuha ka ng iyong bagahe at umalis ka agad doon, at pumunta ka sa direksiyon na dapat sana'y ginawa mo pagdating mo sa Washington.",Sinabi nila sa akin na dapat akong manatili sa bahay.
contradiction,This is a large challenge and a large expectation for any one system of intervention.,Most interventions are perfect.,Ito ay isang malaking hamon at isang malaking pag - asa para sa anumang isang sistema ng pakikialam.,Karamihan sa mga interbensiyon ay perpekto.
contradiction,"It would be wonderful if you could take the time to visit your School, and see for yourself the progress we have made over the years and share in the pride of our heritage!","Don't visit the school, just send money.","Napakaganda kung gugugol ka ng panahon upang dumalaw sa iyong Paaralan, at makikita mo mismo ang pagsulong na nagawa namin sa nakalipas na mga taon at makikibahagi ka sa pagmamalaki ng aming pamana!","Huwag kang pumunta sa paaralan, magpadala lamang ng pera."
contradiction,The FBI agent obtained from a foreign government a photo of the person believed to have directed the Cole bombing.,Nobody had ever photographed anyone involved in the Cole bombing.,Nakuha ng ahente ng FBI mula sa isang banyagang pamahalaan ang isang larawan ng taong pinaniniwalaang nangasiwa sa pagbobomba sa Cole.,Walang sinuman ang nakunan ng litrato ang sinuman na nasangkot sa pagbobomba sa Cole.
contradiction,Let it be remembered that they make no declarations.,Their written declaration was printed in the newspaper this morning.,Tandaan na sila'y hindi gumagawa ng mga deklarasyon.,Ang kanilang nasusulat na deklarasyon ay inilimbag sa pahayagan sa umagang ito.
contradiction,Little is known of the earliest Stone Age inhabitants of Europe's southwestern extremity.,PEople didn't move to Europe until 1000 years after the Stone Age.,Kaunti lamang ang nalalaman tungkol sa pinakaunang mga maninirahan sa Panahon ng Bato sa timog - kanlurang dulo ng Europa.,Ang PEople ay hindi lumipat sa Europa hanggang 1000 taon pagkatapos ng Panahong Bato.
contradiction,"Specifically, you will be joining a group of distinguished foundation executives, business leaders, scholars, development professionals and volunteers in the nonprofit sector ...",The group is full of inmates and crooks.,"Sa espesipikong paraan, sasali ka sa isang grupo ng mga kilalang ehekutibo ng pundasyon, mga lider ng negosyo, mga iskolar, mga propesyonal sa pagpapaunlad at mga boluntaryo sa di - kapaki - pakinabang na sektor ...",Ang grupo ay punô ng mga bilanggo at mga crook.
contradiction,"About him in the waist, where all last night had been so peaceful, there was a frenziedly active bustle of some threescore men.",The night was extremely busy as the streets were packed with people.,"Tungkol sa kaniya sa baywang, na kung saan noong nakaraang gabi ay mapayapang - payapa, mayroong magulong aktibong pagmamadali ng mga anim na pung lalaki.",Ang gabi ay lubhang abala habang ang mga lansangan ay punô ng mga tao.
contradiction,"Last year, you generously donated $-.",You didn't donate any money last year.,"Noong nakaraang taon, bukas-loob kang nag-donate ng $-.",Hindi ka nag - abuloy ng anumang salapi noong nakaraang taon.
contradiction,"No, it was just that one time in the morning, and she said that she was going to come back to the office.",She didn't mention if she was going to return or not.,"Hindi, minsan lamang sa umagang iyon, at sinabi niya na babalik siya sa opisina.",Hindi niya binanggit kung babalik siya o hindi.
contradiction,"As a member of the law school's __, I know you are aware of our progress.",No one belongs to the law school.,"Bilang miyembro ng law school's __, alam kong alam mo ang aming pagsulong.",Walang sinuman ang kabilang sa paaralan ng abogasya.
contradiction,Today the site is called the Temple of Heaven Park (Tiantan Gongyuan).,The Temple of Heaven Park burned down.,Sa ngayon ang lugar ay tinatawag na Templo ng Langit Park (Tiantan Gongyuan).,Nasunog ang Templo ng Langit Park.
contradiction,We need resources to recruit and develop outstanding teachers.,"We don't need to recruit teachers, they just come to us.",Kailangan natin ang mga yaman upang mangalap at makapagpaunlad ng mahuhusay na guro.,"Hindi natin kailangang mangalap ng mga guro, basta lumalapit sila sa atin."
contradiction,Time 's cover story is Bill Gates' 12-step program for succeeding in the digital age.,Kim Kardashian wrote the cover story for Time magazine about the 12 steps needed for success in the digital age.,Time 's cover story ay Bill Gates' 12-steep program para sa pagtatagumpay sa digital na panahon.,Isinulat ni Kim Kardashian ang pabalat na kuwento para sa magasing Time tungkol sa 12 hakbang na kailangan para sa tagumpay sa panahong digital.
contradiction,"Even if withdrawal were allowed, this may not protect the attorney from ethical obligations to vigorously represent the client, or from claims of malpractice.",If an attorney withdraws from a case they will be free from all obligation and liability.,"Kahit na kung pinapayagan ang pag - urong, maaaring hindi nito ipagsanggalang ang abugado mula sa mga obligasyon sa etika upang aktibong katawanin ang kliyente, o mula sa mga pag - aangkin ng maling paggagamot.",Kung ang isang abogado ay lumayo sa isang kaso sila ay magiging malaya sa lahat ng obligasyon at pananagutan.
contradiction,"As discussed earlier, the reason Jane decided she could not share information was because the initial information on Mihdhar had been analyzed by the NSA.",Jane shared the information immediately.,"Gaya ng tinalakay kanina, ang dahilan kung bakit ipinasiya ni Jane na hindi niya maaaring ibahagi ang impormasyon ay sapagkat ang unang impormasyon tungkol kay Mihdhar ay sinuri ng NSA.",Agad na ibinahagi ni Jane ang impormasyon.
contradiction,"Many more arts and cultural opportunities exist in Indianapolis, yet none finer than Civic Theatre.",The Civic Theater is located in Tampa.,"Marami pang mga sining at mga oportunidad pangkultura ang umiiral sa Indianapolis, subalit walang mas mainam kaysa kay Civic Theatre.",Ang Civic Theater ay matatagpuan sa Tampa.
contradiction,buscarle la quinta pata al gato `to look for the cat's fifth leg' is very common with the meaning `to look for trouble',The saying is about cats with three legs.,Ang buscarle la quinta pata al gato `to para hanapin ang ikalimang paa ng pusa' ay napakakaraniwan na may kahulugang `to hanapin ang gulo',Ang kasabihan ay tungkol sa mga pusang may tatlong paa.
contradiction,The Scotsman reports that Edinburgh University is withholding exam results from 90 computer science students while the administration determines whether or not they used the Internet to cheat.,The university thinks art students cheated.,Iniuulat ng The Scotsman na ipinagkakait ng Edinburgh University ang mga resulta ng eksamen mula sa 90 estudyante sa siyensiya ng computer samantalang tinitiyak ng administrasyon kung ginagamit nila o hindi ang Internet upang mandaya.,Inaakala ng unibersidad na ang mga estudyante sa sining ay nandaraya.
